https://github.com/1000-plus/1000-plus.github.io	1000-plus__1000-plus.github.io
https://github.com/ANR-FALSE/PadicModForms	ANR-FALSE__PadicModForms
https://github.com/AlexKontorovich/PrimeNumberTheoremAnd	AlexKontorovich__PrimeNumberTheoremAnd
https://github.com/AntoineChambert-Loir/DividedPowers4	AntoineChambert-Loir__DividedPowers4
https://github.com/BochaoKong/nullstellensatz	BochaoKong__nullstellensatz
https://github.com/CBirkbeck/AINTLIB	CBirkbeck__AINTLIB
https://github.com/CBirkbeck/DirichletNonvanishing	CBirkbeck__DirichletNonvanishing
https://github.com/CBirkbeck/LeanBridge	CBirkbeck__LeanBridge
https://github.com/CBirkbeck/ModularForms_Lean4	CBirkbeck__ModularForms_Lean4
https://github.com/CBirkbeck/WeilConverse	CBirkbeck__WeilConverse
https://github.com/CBirkbeck/uniform-sheafy-tate-domains-lean	CBirkbeck__uniform-sheafy-tate-domains-lean
https://github.com/FormalizedFormalLogic/Foundation	FormalizedFormalLogic__Foundation
https://github.com/ImperialCollegeLondon/FLT	ImperialCollegeLondon__FLT
https://github.com/ImperialCollegeLondon/condensed-sets	ImperialCollegeLondon__condensed-sets
https://github.com/Ivan-Sergeyev/seymour	Ivan-Sergeyev__seymour
https://github.com/Lean-MoDS/StatsMLlib	Lean-MoDS__StatsMLlib
https://github.com/MichaelStollBayreuth/EulerProducts	MichaelStollBayreuth__EulerProducts
https://github.com/MichaelStollBayreuth/Heights	MichaelStollBayreuth__Heights
https://github.com/MichaelStollBayreuth/LegendreQF	MichaelStollBayreuth__LegendreQF
https://github.com/PatrickMassot/GlimpseOfLean	PatrickMassot__GlimpseOfLean
https://github.com/PatrickMassot/leanblueprint	PatrickMassot__leanblueprint
https://github.com/RemyDegenne/brownian-motion	RemyDegenne__brownian-motion
https://github.com/RemyDegenne/testing-lower-bounds	RemyDegenne__testing-lower-bounds
https://github.com/ShouqiaoW/erdos	ShouqiaoW__erdos
https://github.com/TauCetiProject/TauCeti	TauCetiProject__TauCeti
https://github.com/TauCetiProject/TauCetiReview	TauCetiProject__TauCetiReview
https://github.com/TauCetiProject/TauCetiRoadmap	TauCetiProject__TauCetiRoadmap
https://github.com/Timeroot/Lean-QuantumInfo	Timeroot__Lean-QuantumInfo
https://github.com/YaelDillies/apap	YaelDillies__apap
https://github.com/YaelDillies/cam-combi	YaelDillies__cam-combi
https://github.com/YaelDillies/toric	YaelDillies__toric
https://github.com/apnelson1/Matroid	apnelson1__Matroid
https://github.com/avigad/lamr	avigad__lamr
https://github.com/b-mehta/ABC-Exceptions	b-mehta__ABC-Exceptions
https://github.com/carlok/leanfrontier	carlok__leanfrontier
https://github.com/dagurtomas/lean-solid	dagurtomas__lean-solid
https://github.com/djvelleman/HTPILeanPackage	djvelleman__HTPILeanPackage
https://github.com/dwrensha/compfiles	dwrensha__compfiles
https://github.com/emilyriehl/infinity-cosmos	emilyriehl__infinity-cosmos
https://github.com/eric-wieser/lean-matrix-cookbook	eric-wieser__lean-matrix-cookbook
https://github.com/facebookresearch/Evariste	facebookresearch__Evariste
https://github.com/facebookresearch/LeanUniverse	facebookresearch__LeanUniverse
https://github.com/facebookresearch/abel	facebookresearch__abel
https://github.com/facebookresearch/algebraic-combinatorics	facebookresearch__algebraic-combinatorics
https://github.com/facebookresearch/atlas-lean	facebookresearch__atlas-lean
https://github.com/facebookresearch/autoform-bot	facebookresearch__autoform-bot
https://github.com/facebookresearch/repoprover	facebookresearch__repoprover
https://github.com/flypitch/flypitch	flypitch__flypitch
https://github.com/fpvandoorn/BonnAnalysis	fpvandoorn__BonnAnalysis
https://github.com/fpvandoorn/carleson	fpvandoorn__carleson
https://github.com/gebner/hott3	gebner__hott3
https://github.com/girving/interval	girving__interval
https://github.com/girving/ray	girving__ray
https://github.com/google-deepmind/alphaproof-nexus-results	google-deepmind__alphaproof-nexus-results
https://github.com/google-deepmind/formal-conjectures	google-deepmind__formal-conjectures
https://github.com/hrmacbeth/math2001	hrmacbeth__math2001
https://github.com/jonhanke/quadratic_forms_in_lean	jonhanke__quadratic_forms_in_lean
https://github.com/kbuzzard/ClassFieldTheory	kbuzzard__ClassFieldTheory
https://github.com/kim-em/TauCetiWorker	kim-em__TauCetiWorker
https://github.com/kim-em/erdos-unit-distance	kim-em__erdos-unit-distance
https://github.com/kim-em/lean-category-theory	kim-em__lean-category-theory
https://github.com/leanprover-community/NNG4	leanprover-community__NNG4
https://github.com/leanprover-community/aesop	leanprover-community__aesop
https://github.com/leanprover-community/batteries	leanprover-community__batteries
https://github.com/leanprover-community/con-nf	leanprover-community__con-nf
https://github.com/leanprover-community/duper	leanprover-community__duper
https://github.com/leanprover-community/flt-regular	leanprover-community__flt-regular
https://github.com/leanprover-community/intentions	leanprover-community__intentions
https://github.com/leanprover-community/iris-lean	leanprover-community__iris-lean
https://github.com/leanprover-community/lean-auto	leanprover-community__lean-auto
https://github.com/leanprover-community/lean-liquid	leanprover-community__lean-liquid
https://github.com/leanprover-community/lean-perfectoid-spaces	leanprover-community__lean-perfectoid-spaces
https://github.com/leanprover-community/mathematics_in_lean	leanprover-community__mathematics_in_lean
https://github.com/leanprover-community/mathlib4	leanprover-community__mathlib4
https://github.com/leanprover-community/physlib	leanprover-community__physlib
https://github.com/leanprover-community/plausible	leanprover-community__plausible
https://github.com/leanprover-community/repl	leanprover-community__repl
https://github.com/leanprover-community/sphere-eversion	leanprover-community__sphere-eversion
https://github.com/leanprover/cslib	leanprover__cslib
https://github.com/leanprover/hex-bareiss	leanprover__hex-bareiss
https://github.com/leanprover/hex-bareiss-mathlib	leanprover__hex-bareiss-mathlib
https://github.com/leanprover/hex-basic	leanprover__hex-basic
https://github.com/leanprover/hex-determinant	leanprover__hex-determinant
https://github.com/leanprover/hex-determinant-mathlib	leanprover__hex-determinant-mathlib
https://github.com/leanprover/hex-gram-schmidt	leanprover__hex-gram-schmidt
https://github.com/leanprover/hex-gram-schmidt-mathlib	leanprover__hex-gram-schmidt-mathlib
https://github.com/leanprover/hex-lll	leanprover__hex-lll
